age,age_group,screen_time_hours,screen_time_bucket,work_screen_hours,leisure_screen_hours,work_screen_ratio,work_leisure_ratio,is_outlier_screen_time,productivity_0_100,productivity_bucket,pred_productivity_reg,confidence_reg,pred_productivity_class,confidence_class,mental_wellness_index_0_100,sleep_hours,cluster_profile,missing_count
21,18-24,7.35,low,0.94,6.41,0.12789115646258503,0.14664586583463338,False,53.9,medium,50.80375000000003,5.800082838848091,medium,0.875,8.2,6.18,1,0
33,25-34,6.92,low,0.5,6.42,0.07225433526011561,0.0778816199376947,False,79.0,high,76.77750000000006,4.964548695500925,high,0.9425,44.5,8.57,1,0
28,25-34,7.05,low,0.35,6.7,0.04964539007092198,0.05223880597014925,False,59.1,high,60.82299999999982,5.101496937174432,high,0.92,32.0,7.72,1,0
35,35-44,12.92,high,2.51,10.41,0.19427244582043343,0.24111431316042264,False,43.7,low,40.67100000000014,4.64492292724002,low,0.9675,0.2,6.33,2,0
33,25-34,11.06,high,2.88,8.18,0.26039783001808314,0.35207823960880197,False,28.1,low,32.98575000000011,6.755055287523559,low,0.895,0.0,5.86,2,0
29,25-34,10.75,high,6.43,4.32,0.598139534883721,1.4884259259259258,False,66.8,high,63.46649999999973,5.391843631820189,high,0.75,28.6,6.12,0,0
17,<18,13.51,high,2.03,11.48,0.15025906735751293,0.1768292682926829,False,36.0,low,35.69425000000005,6.442172920490403,low,0.96,0.0,6.35,2,0
26,25-34,10.19,high,0.84,9.35,0.08243375858684986,0.08983957219251337,False,30.9,low,36.16899999999986,7.593861929216247,low,0.915,0.0,6.39,2,0
36,35-44,7.02,low,0.71,6.31,0.10113960113960115,0.11251980982567354,False,69.6,high,64.48524999999994,6.131831491283832,high,0.93,36.1,7.81,1,0
31,25-34,7.34,low,2.24,5.1,0.30517711171662126,0.43921568627450985,False,41.9,low,45.692749999999904,5.505335815143335,low,0.675,16.1,6.66,1,0
20,18-24,10.4,high,0.54,9.86,0.051923076923076926,0.05476673427991887,False,45.1,low,42.20200000000006,5.62037774531214,low,0.9175,0.0,7.94,2,0
31,25-34,10.82,high,4.01,6.81,0.3706099815157116,0.5888399412628488,False,50.2,medium,50.87275000000018,3.3141261951681944,medium,0.7325,19.3,7.87,0,0
33,25-34,5.85,low,0.58,5.27,0.09914529914529914,0.11005692599620494,False,54.0,medium,56.60374999999993,4.541262042373233,medium,0.73,20.3,7.18,1,0
22,18-24,10.95,high,2.64,8.31,0.24109589041095894,0.3176895306859206,False,48.3,medium,47.002249999999776,6.1194297068844765,medium,0.7375,7.6,6.17,2,0
31,25-34,8.08,medium,3.75,4.33,0.46410891089108913,0.8660508083140878,False,62.7,high,62.607500000000265,5.6199816503259346,high,0.8425,30.6,5.1,0,0
30,25-34,11.65,high,0.58,11.07,0.04978540772532188,0.05239385727190605,False,46.4,low,41.65224999999994,7.705439308533945,low,0.84,0.8,5.47,2,0
20,18-24,8.93,medium,1.62,7.31,0.18141097424412095,0.22161422708618334,False,44.7,low,45.08175000000019,2.5300873379193907,low,0.875,0.0,5.89,2,0
34,25-34,6.09,low,0.59,5.5,0.09688013136288998,0.10727272727272727,False,66.7,high,64.15425000000029,5.116823422544501,high,0.865,27.5,7.27,1,0
38,35-44,8.64,medium,1.15,7.49,0.13310185185185183,0.1535380507343124,False,57.0,medium,57.34250000000003,4.7458448931670825,medium,0.8625,29.4,6.11,1,0
38,35-44,7.71,low,0.87,6.84,0.11284046692607004,0.12719298245614036,False,52.5,medium,52.79274999999995,2.00959509292295,medium,0.895,24.6,7.1,1,0
18,18-24,10.68,high,0.88,9.8,0.08239700374531836,0.08979591836734693,False,50.1,medium,48.076999999999956,5.73904356143076,medium,0.695,6.2,7.08,2,0
22,18-24,8.73,medium,0.65,8.08,0.07445589919816724,0.08044554455445545,False,59.9,high,58.51100000000013,3.9240832050301866,high,0.765,26.0,7.43,2,0
34,25-34,7.3,low,0.72,6.58,0.09863013698630137,0.1094224924012158,False,47.6,medium,46.90949999999999,3.061659639803213,medium,0.825,0.0,5.83,1,0
34,25-34,11.14,high,1.56,9.58,0.1400359066427289,0.162839248434238,False,43.4,low,41.86999999999986,3.512342523160292,low,0.955,0.0,5.66,2,0
39,35-44,11.15,high,0.56,10.59,0.050224215246636776,0.05288007554296507,False,54.3,medium,41.61624999999994,8.248667221891054,medium,0.76,6.5,6.1,2,0
37,35-44,5.28,low,3.59,1.69,0.6799242424242423,2.1242603550295858,False,65.4,high,64.16574999999978,5.1146898183076495,high,0.9125,38.8,7.07,1,0
35,35-44,7.32,low,1.08,6.24,0.14754098360655737,0.17307692307692307,False,54.6,medium,52.81249999999988,3.7545697156931346,medium,0.735,19.1,6.98,1,0
27,25-34,9.39,medium,0.47,8.92,0.050053248136315225,0.052690582959641255,False,40.6,low,44.32224999999994,6.575559287049272,low,0.8425,5.9,5.16,2,0
36,35-44,11.12,high,4.7,6.42,0.42266187050359716,0.7320872274143303,False,45.4,low,44.238999999999905,6.558328979244634,low,0.875,13.0,7.06,0,0
26,25-34,11.64,high,0.68,10.96,0.058419243986254296,0.06204379562043796,False,38.1,low,41.86600000000014,6.569470602719809,low,0.5675,15.9,5.74,2,0
30,25-34,9.13,medium,0.98,8.15,0.10733844468784226,0.12024539877300612,False,57.5,medium,54.66874999999998,5.14090930064906,medium,0.7675,14.5,6.54,2,0
48,45-54,7.48,low,0.48,7.0,0.0641711229946524,0.06857142857142857,False,70.8,high,65.43724999999976,8.131084640901246,high,0.7425,29.2,6.25,1,0
16,<18,10.03,medium,1.22,8.81,0.12163509471585245,0.13847900113507378,False,46.8,low,46.15374999999978,3.80249075442664,low,0.84,0.0,5.95,2,0
35,35-44,5.5,low,1.97,3.53,0.35818181818181816,0.5580736543909348,False,64.2,high,63.71125000000023,3.430407911240295,high,0.92,32.1,6.68,1,0
17,<18,9.53,medium,2.23,7.3,0.23399790136411333,0.30547945205479454,False,46.6,low,45.74625000000008,3.082667016967621,low,0.8175,0.0,7.64,2,0
26,25-34,8.16,medium,0.92,7.24,0.11274509803921569,0.1270718232044199,False,56.6,medium,54.892749999999985,2.9348717923445986,medium,0.95,23.2,6.58,1,0
38,35-44,9.32,medium,0.8,8.52,0.08583690987124463,0.09389671361502348,False,56.3,medium,54.87474999999976,3.774120750254291,medium,0.8325,15.5,7.18,2,0
30,25-34,7.42,low,1.06,6.36,0.14285714285714288,0.16666666666666666,False,72.9,high,70.82100000000025,4.817515853632455,high,0.885,43.2,6.98,1,0
21,18-24,8.06,medium,1.85,6.21,0.22952853598014888,0.29790660225442833,False,56.6,medium,54.88624999999981,4.016601291826209,medium,0.7475,18.9,6.09,1,0
24,18-24,9.51,medium,2.33,7.18,0.24500525762355416,0.32451253481894154,False,49.0,medium,47.74149999999998,4.110496046707741,medium,0.7075,5.7,6.78,2,0
35,35-44,11.85,high,6.4,5.45,0.5400843881856541,1.1743119266055047,False,32.7,low,34.68375000000014,4.892899032015673,low,0.67,0.0,7.15,0,0
24,18-24,10.64,high,1.25,9.39,0.1174812030075188,0.13312034078807242,False,36.5,low,39.28250000000002,6.233894749672958,low,0.9,8.6,5.78,2,0
31,25-34,7.51,low,0.73,6.78,0.09720372836218376,0.10766961651917403,False,58.5,high,57.12949999999998,3.2369553209768016,high,0.7325,20.1,7.93,1,0
30,25-34,6.2,low,0.31,5.89,0.049999999999999996,0.052631578947368425,False,60.7,high,58.08399999999983,6.055385536858901,high,0.8025,16.5,6.79,1,0
24,18-24,7.26,low,0.96,6.3,0.1322314049586777,0.15238095238095237,False,58.8,high,55.946499999999716,4.724937856734208,medium,0.7675,13.3,6.86,1,0
47,45-54,10.23,high,3.11,7.12,0.30400782013685235,0.43679775280898875,False,44.1,low,45.88875000000003,5.1411913441827926,low,0.805,10.1,7.46,0,0
35,35-44,10.18,high,5.4,4.78,0.5304518664047152,1.1297071129707112,False,42.1,low,41.61850000000016,3.1807008268619,low,0.885,0.0,6.39,0,0
16,<18,8.98,medium,1.47,7.51,0.1636971046770601,0.19573901464713717,False,55.5,medium,55.05574999999998,4.098495692019202,medium,0.7875,24.7,6.94,2,0
31,25-34,10.39,high,0.96,9.43,0.09239653512993262,0.10180275715800637,False,46.3,low,46.87324999999973,3.5418723067750517,low,0.8025,15.8,6.6,2,0
24,18-24,8.71,medium,0.48,8.23,0.05510907003444316,0.058323207776427695,False,48.5,medium,47.106749999999984,3.468908969330274,medium,0.7475,0.0,7.14,2,0
36,35-44,9.04,medium,0.45,8.59,0.04977876106194691,0.05238649592549476,False,49.9,medium,49.83825000000002,3.4869057827105014,medium,0.8,10.5,5.2,2,0
23,18-24,7.05,low,1.19,5.86,0.16879432624113475,0.20307167235494877,False,69.1,high,67.96074999999968,4.503052790885305,high,0.96,37.1,5.81,1,0
29,25-34,7.76,low,2.5,5.26,0.32216494845360827,0.4752851711026616,False,60.6,high,56.434,5.522747866777913,high,0.7725,26.2,7.72,1,0
34,25-34,6.86,low,0.72,6.14,0.10495626822157433,0.11726384364820847,False,82.7,high,81.89850000000031,3.7396721447207173,high,0.98,61.1,8.24,1,0
36,35-44,10.39,high,0.57,9.82,0.05486044273339749,0.0580448065173116,False,47.9,medium,47.247999999999976,3.6633790412677687,medium,0.7475,10.6,6.17,2,0
20,18-24,10.13,high,0.51,9.62,0.05034550839091806,0.05301455301455302,False,38.6,low,41.92550000000012,5.073238585952757,low,0.8725,0.0,6.59,2,0
26,25-34,8.45,medium,1.83,6.62,0.21656804733727814,0.2764350453172206,False,72.5,high,64.2450000000001,6.840045686981926,high,0.895,42.2,7.65,1,0
24,18-24,10.13,high,2.55,7.58,0.2517275419545903,0.3364116094986807,False,43.8,low,45.755249999999805,4.692475086508182,low,0.835,10.2,5.2,2,0
44,35-44,9.61,medium,5.75,3.86,0.5983350676378772,1.4896373056994818,False,59.5,high,55.41149999999994,5.857364403039978,high,0.66,21.8,6.39,0,0
33,25-34,12.69,high,5.84,6.85,0.46020488573680063,0.8525547445255475,False,51.4,medium,45.401749999999986,9.778595090170176,medium,0.665,3.4,6.26,0,0
19,18-24,11.19,high,4.91,6.28,0.43878462913315464,0.7818471337579618,False,41.0,low,40.424,5.572156135644454,low,0.79,0.0,7.17,0,0
38,35-44,9.8,medium,0.65,9.15,0.0663265306122449,0.07103825136612021,False,53.2,medium,51.03475000000023,3.981239434836854,medium,0.83,11.0,5.88,2,0
17,<18,6.42,low,4.43,1.99,0.690031152647975,2.2261306532663316,False,65.6,high,65.33224999999979,3.606776252763683,high,0.9175,31.3,7.63,0,0
26,25-34,9.26,medium,0.46,8.8,0.04967602591792657,0.05227272727272727,False,65.1,high,64.91449999999978,3.8133633120907944,high,0.84,40.4,8.03,2,0
40,35-44,9.66,medium,1.16,8.5,0.12008281573498963,0.13647058823529412,False,50.5,medium,48.18575,4.066678243665226,medium,0.7025,0.4,7.14,2,0
33,25-34,8.87,medium,1.0,7.87,0.11273957158962797,0.12706480304955528,False,48.8,medium,46.77149999999995,4.9192517469631465,low,0.54,2.8,7.87,2,0
36,35-44,8.89,medium,2.93,5.96,0.3295838020247469,0.4916107382550336,False,65.7,high,59.762750000000025,5.066220231839515,high,0.525,33.6,7.66,0,0
22,18-24,7.83,low,1.79,6.04,0.22860791826309068,0.29635761589403975,False,60.9,high,62.72625000000017,4.569905462643629,high,0.93,31.3,6.32,1,0
29,25-34,14.18,high,2.4,11.78,0.1692524682651622,0.2037351443123939,False,48.1,medium,48.025249999999986,4.993264206658817,medium,0.68,20.4,6.57,2,0
16,<18,7.64,low,0.55,7.09,0.07198952879581152,0.07757404795486601,False,58.3,high,54.33449999999999,4.206941852462427,high,0.7475,19.3,7.91,1,0
21,18-24,8.86,medium,0.68,8.18,0.07674943566591423,0.08312958435207825,False,50.4,medium,49.29099999999994,3.5505308053867157,medium,0.4575,2.1,7.93,2,0
27,25-34,8.08,medium,1.42,6.66,0.17574257425742573,0.2132132132132132,False,43.6,low,43.27850000000003,2.3628241047526135,medium,0.5225,0.0,7.1,1,0
20,18-24,7.95,medium,0.88,7.07,0.11069182389937107,0.12446958981612447,False,67.3,high,65.76899999999966,4.3493377656834245,high,0.915,31.8,6.82,1,0
43,35-44,9.23,medium,6.1,3.13,0.6608884073672805,1.9488817891373802,False,52.2,medium,55.855000000000224,6.872748722309,medium,0.7075,28.3,8.13,0,0
18,18-24,9.2,medium,2.55,6.65,0.27717391304347827,0.38345864661654133,False,39.8,low,45.31450000000002,4.42088676059453,low,0.87,0.0,5.93,1,0
26,25-34,11.55,high,0.58,10.97,0.05021645021645021,0.05287146763901549,False,56.2,medium,52.08325000000014,6.8125798665043265,medium,0.7325,16.1,6.98,2,0
31,25-34,6.15,low,0.37,5.78,0.060162601626016256,0.06401384083044982,False,64.6,high,62.273499999999814,3.896145242415883,high,0.7575,19.4,6.39,1,0
41,35-44,9.01,medium,2.73,6.28,0.3029966703662597,0.4347133757961783,False,49.0,medium,53.86375000000002,7.516685502101287,medium,0.79,31.8,8.01,1,0
18,18-24,5.87,low,3.68,2.19,0.626916524701874,1.680365296803653,False,62.2,high,62.17100000000022,3.7848195465570083,high,0.8325,29.6,7.19,1,0
39,35-44,10.13,high,5.13,5.0,0.506416584402764,1.026,False,47.1,medium,49.508499999999984,4.81353069482267,medium,0.855,23.7,7.99,0,0
30,25-34,10.57,high,0.53,10.04,0.05014191106906339,0.05278884462151395,False,60.4,high,71.87175000000008,6.95601731866015,high,0.8275,44.1,7.21,2,0
22,18-24,12.39,high,5.27,7.12,0.4253430185633575,0.7401685393258426,False,20.6,low,28.035250000000136,9.85725278348385,low,0.9325,0.0,5.48,0,0
31,25-34,9.94,medium,1.11,8.83,0.11167002012072436,0.12570781426953567,False,42.2,low,45.12700000000019,4.94870902357373,low,0.8075,12.7,8.16,2,0
30,25-34,10.54,high,6.2,4.34,0.5882352941176471,1.4285714285714286,False,40.4,low,41.24974999999981,4.308845545792969,low,0.79,3.7,6.21,0,0
26,25-34,7.24,low,0.67,6.57,0.0925414364640884,0.10197869101978692,False,54.0,medium,55.70675000000002,4.8011643835115665,medium,0.72,26.5,7.03,1,0
30,25-34,9.07,medium,3.61,5.46,0.3980154355016538,0.6611721611721612,False,41.9,low,48.32625000000001,5.08639223197543,medium,0.665,12.8,7.16,0,0
35,35-44,9.51,medium,1.26,8.25,0.13249211356466878,0.15272727272727274,False,70.3,high,66.96199999999968,5.173717812173381,high,0.8975,35.2,6.46,2,0
20,18-24,5.59,low,1.48,4.11,0.26475849731663686,0.3600973236009732,False,75.1,high,71.6379999999996,5.680559479487929,high,0.9825,39.4,7.58,1,0
16,<18,8.38,medium,0.42,7.96,0.05011933174224343,0.052763819095477386,False,75.7,high,70.13525000000027,7.526797621664898,high,0.9375,30.9,7.27,2,0
28,25-34,9.26,medium,3.6,5.66,0.38876889848812096,0.6360424028268551,False,43.6,low,47.09874999999997,5.123575259279411,low,0.71,13.5,6.71,0,0
34,25-34,12.73,high,2.63,10.1,0.20659858601728198,0.2603960396039604,False,30.5,low,34.48025000000001,6.319191794644321,low,0.9425,6.4,6.47,2,0
32,25-34,10.2,high,0.51,9.69,0.05,0.052631578947368425,False,42.2,low,40.93500000000016,3.791493768951754,low,0.9075,0.0,6.6,2,0
25,25-34,11.67,high,2.83,8.84,0.24250214224507285,0.32013574660633487,False,59.6,high,54.999249999999904,7.534021133332449,low,0.485,15.2,7.25,2,0
28,25-34,9.75,medium,2.51,7.24,0.2574358974358974,0.34668508287292815,False,66.2,high,61.446250000000006,7.825700348051922,high,0.8475,30.6,7.81,2,0
26,25-34,5.03,low,0.89,4.14,0.1769383697813121,0.21497584541062803,False,64.6,high,65.38024999999973,2.6389458004097017,high,0.995,35.4,7.83,1,0
25,25-34,8.88,medium,0.44,8.44,0.04954954954954954,0.05213270142180095,False,42.4,low,45.58224999999994,5.121802411017041,low,0.725,11.4,6.75,2,0
36,35-44,11.12,high,1.17,9.95,0.1052158273381295,0.11758793969849246,False,47.0,medium,44.467249999999964,4.6286717789772105,medium,0.6825,2.0,6.76,2,0
32,25-34,5.35,low,0.31,5.04,0.05794392523364486,0.061507936507936505,False,75.7,high,72.4527500000003,5.021652361275117,high,0.985,40.7,7.63,1,0
24,18-24,10.38,high,4.83,5.55,0.46531791907514447,0.8702702702702703,False,49.2,medium,41.68924999999996,6.898779561451431,low,0.6875,4.0,6.14,0,0
37,35-44,10.79,high,0.54,10.25,0.050046339202965716,0.0526829268292683,False,46.8,low,47.21374999999972,3.7425173262792018,low,0.805,19.1,7.31,2,0
32,25-34,7.38,low,1.53,5.85,0.20731707317073172,0.26153846153846155,False,49.5,medium,50.71099999999995,3.090918795439306,medium,0.8275,18.1,7.68,1,0
36,35-44,10.13,high,2.61,7.52,0.2576505429417571,0.3470744680851064,False,40.6,low,42.88450000000012,5.087200580869609,low,0.855,9.0,8.17,2,0
35,35-44,6.4,low,0.54,5.86,0.084375,0.09215017064846416,False,66.9,high,66.81675000000023,2.7593195605982235,high,0.9925,36.9,8.49,1,0
23,18-24,8.62,medium,3.15,5.47,0.36542923433874713,0.5758683729433273,False,38.6,low,41.44450000000016,4.98467348479315,low,0.7325,4.9,6.49,0,0
25,25-34,11.05,high,0.81,10.24,0.07330316742081448,0.0791015625,False,34.4,low,37.71174999999981,5.505559638901393,low,0.805,3.6,7.35,2,0
35,35-44,8.55,medium,2.65,5.9,0.30994152046783624,0.4491525423728813,False,47.8,medium,48.62724999999975,2.728943465427604,medium,0.85,10.7,6.41,1,0
34,25-34,10.36,high,0.52,9.84,0.0501930501930502,0.052845528455284556,False,46.3,low,47.6794999999997,3.911180096850564,low,0.8275,20.7,7.44,2,0
29,25-34,6.82,low,0.98,5.84,0.14369501466275658,0.1678082191780822,False,48.1,medium,49.21724999999996,3.934187010997321,high,0.4625,10.0,6.95,1,0
30,25-34,12.63,high,1.68,10.95,0.1330166270783848,0.15342465753424658,False,41.9,low,42.69299999999994,4.474282177064822,low,0.8125,10.7,5.69,2,0
40,35-44,10.07,high,1.71,8.36,0.16981132075471697,0.20454545454545456,False,43.4,low,46.05925000000001,7.1380399576844615,low,0.87,8.1,7.21,2,0
25,25-34,10.44,high,1.87,8.57,0.17911877394636017,0.21820303383897316,False,52.2,medium,49.99600000000024,5.692032501664071,low,0.6825,9.4,4.64,2,0
34,25-34,7.77,low,1.38,6.39,0.1776061776061776,0.21596244131455397,False,49.8,medium,50.21499999999973,2.665684715040399,medium,0.8575,14.8,5.87,1,0
28,25-34,8.45,medium,2.96,5.49,0.3502958579881657,0.5391621129326047,False,60.2,high,62.05700000000025,4.3123892449545975,high,0.9175,39.6,6.97,1,0
28,25-34,7.77,low,3.57,4.2,0.4594594594594595,0.85,False,56.6,medium,55.68199999999986,3.0362684334557684,medium,0.8125,19.0,7.28,0,0
38,35-44,8.56,medium,3.17,5.39,0.37032710280373826,0.588126159554731,False,49.7,medium,46.992500000000206,4.594180422012189,low,0.6025,8.8,6.9,0,0
36,35-44,5.18,low,0.73,4.45,0.14092664092664092,0.16404494382022472,False,60.8,high,62.861249999999764,3.4870293141153788,high,0.975,33.6,6.42,1,0
36,35-44,9.55,medium,1.33,8.22,0.13926701570680627,0.16180048661800486,False,49.6,medium,47.2535,6.741757022468254,medium,0.7775,4.6,6.37,2,0
40,35-44,9.73,medium,1.55,8.18,0.1593011305241521,0.18948655256723718,False,38.1,low,41.34975000000015,4.968797634991791,low,0.8575,0.0,7.35,2,0
30,25-34,6.71,low,1.59,5.12,0.23695976154992549,0.310546875,False,55.3,medium,55.74999999999968,3.27501145036167,medium,0.82,23.3,7.86,1,0
35,35-44,7.17,low,1.87,5.3,0.2608089260808926,0.3528301886792453,False,80.2,high,78.77525000000028,3.4408519929662784,high,0.89,51.1,7.36,1,0
27,25-34,7.77,low,0.39,7.38,0.0501930501930502,0.052845528455284556,False,72.7,high,70.26275000000027,5.290135861913197,high,0.9625,41.2,8.13,1,0
32,25-34,11.71,high,3.83,7.88,0.3270708795900939,0.4860406091370559,False,40.6,low,39.88575000000015,3.6958452263995003,low,0.85,0.0,6.98,0,0
28,25-34,10.02,medium,0.5,9.52,0.0499001996007984,0.052521008403361345,False,40.8,low,41.00349999999978,3.0118495563357817,low,0.935,2.1,6.28,2,0
30,25-34,13.4,high,4.99,8.41,0.3723880597014925,0.5933412604042806,False,43.6,low,41.69850000000013,6.3969444072932085,low,0.9275,3.1,6.17,0,0
34,25-34,9.01,medium,0.45,8.56,0.049944506104328525,0.052570093457943924,False,63.7,high,63.79250000000022,3.2796484186570862,high,0.86,34.9,5.97,2,0
23,18-24,3.64,low,0.29,3.35,0.07967032967032966,0.08656716417910447,False,88.8,high,85.91349999999973,5.249244493258059,high,0.955,65.3,7.7,1,0
46,45-54,9.17,medium,0.46,8.71,0.05016357688113413,0.05281285878300803,False,54.7,medium,51.81349999999989,5.131458637658498,medium,0.8725,16.2,8.07,2,0
21,18-24,11.2,high,4.76,6.44,0.425,0.7391304347826086,False,40.8,low,45.634249999999795,6.925677002105995,low,0.745,21.3,7.18,0,0
20,18-24,9.78,medium,1.49,8.29,0.1523517382413088,0.17973462002412546,False,49.5,medium,50.86899999999995,3.534089557439081,medium,0.73,19.3,7.95,2,0
39,35-44,8.12,medium,5.53,2.59,0.6810344827586208,2.1351351351351355,False,52.5,medium,51.32774999999998,3.4967563451719044,medium,0.8,9.7,7.03,0,0
36,35-44,9.61,medium,3.45,6.16,0.35900104058272636,0.560064935064935,False,84.0,high,81.97875000000003,4.67386065661995,medium,0.495,68.4,8.1,0,0
34,25-34,13.08,high,2.05,11.03,0.15672782874617736,0.18585675430643697,False,40.5,low,39.032499999999985,7.895390664811976,low,0.9475,6.6,6.32,2,0
35,35-44,10.7,high,2.18,8.52,0.20373831775700937,0.255868544600939,False,64.0,high,60.42099999999998,6.334825096243791,high,0.7525,26.4,8.02,2,0
29,25-34,10.31,high,6.31,4.0,0.612027158098933,1.5775,False,38.4,low,39.09774999999986,2.8415171893726066,low,0.8375,0.0,6.83,0,0
22,18-24,10.6,high,1.33,9.27,0.12547169811320755,0.1434735706580367,False,62.5,high,49.613499999999895,4.938356786421981,high,0.6625,19.1,7.3,2,0
30,25-34,11.1,high,3.99,7.11,0.3594594594594595,0.5611814345991561,False,57.4,medium,60.683250000000136,5.800516738834567,medium,0.745,42.3,7.92,0,0
24,18-24,10.12,high,2.4,7.72,0.23715415019762848,0.31088082901554404,False,47.5,medium,45.82874999999999,3.36445366107189,medium,0.6825,0.0,6.67,2,0
37,35-44,6.85,low,0.41,6.44,0.059854014598540145,0.06366459627329192,False,53.8,medium,55.66874999999973,5.055417731256246,medium,0.765,25.1,7.62,1,0
28,25-34,9.72,medium,0.67,9.05,0.06893004115226338,0.07403314917127071,False,44.8,low,46.257749999999824,4.143608323369868,low,0.84,10.4,7.95,2,0
23,18-24,10.6,high,2.29,8.31,0.2160377358490566,0.27557160048134777,False,31.4,low,34.57024999999986,6.435409073050431,low,0.8875,0.0,6.63,2,0
27,25-34,11.54,high,0.95,10.59,0.08232235701906412,0.08970727101038715,False,39.1,low,39.35675000000015,3.7560623580419863,low,0.78,0.0,5.58,2,0
33,25-34,11.28,high,2.5,8.78,0.22163120567375888,0.2847380410022779,False,62.5,high,62.501,4.229828483520352,high,0.705,35.4,8.45,2,0
25,25-34,8.89,medium,0.94,7.95,0.10573678290213721,0.11823899371069181,False,46.3,low,48.146249999999775,4.3042636928399185,low,0.7375,10.3,6.64,2,0
23,18-24,9.14,medium,2.87,6.27,0.31400437636761486,0.4577352472089315,False,38.4,low,46.333249999999964,5.9760161845078725,low,0.57,6.2,7.09,0,0
31,25-34,9.43,medium,0.47,8.96,0.04984093319194061,0.05245535714285714,False,54.5,medium,51.24600000000002,5.019236396106481,low,0.605,10.6,7.92,2,0
31,25-34,4.96,low,2.68,2.28,0.5403225806451614,1.1754385964912282,False,57.1,medium,59.66499999999978,3.8785403182125058,medium,0.6425,32.8,7.18,1,0
25,25-34,4.48,low,1.11,3.37,0.24776785714285715,0.3293768545994065,False,67.1,high,65.2442499999997,3.4402059440533588,high,0.96,34.0,6.87,1,0
26,25-34,6.34,low,0.78,5.56,0.12302839116719244,0.14028776978417268,False,67.5,high,65.93925000000002,3.1741431028704454,high,0.99,33.6,7.61,1,0
31,25-34,10.42,high,2.58,7.84,0.24760076775431863,0.32908163265306123,False,58.2,medium,51.563000000000194,9.271856933753881,medium,0.7025,4.9,5.41,2,0
18,18-24,6.85,low,0.44,6.41,0.06423357664233577,0.0686427457098284,False,58.6,high,56.41424999999982,4.570341555890543,medium,0.575,15.6,7.02,1,0
18,18-24,9.39,medium,1.37,8.02,0.14589989350372737,0.17082294264339154,False,61.3,high,60.51799999999971,4.099368975830319,high,0.8075,28.5,7.07,2,0
24,18-24,6.67,low,0.53,6.14,0.07946026986506748,0.08631921824104236,False,58.6,high,58.039499999999734,2.4054396167852516,medium,0.5175,23.4,7.12,1,0
28,25-34,10.19,high,5.48,4.71,0.5377821393523062,1.1634819532908707,False,43.7,low,42.011750000000156,3.2884779058859483,low,0.925,0.0,5.62,0,0
32,25-34,13.59,high,5.85,7.74,0.4304635761589404,0.755813953488372,False,23.2,low,33.906750000000024,8.365152684649571,low,0.965,0.0,7.66,0,0
28,25-34,7.06,low,1.54,5.52,0.2181303116147309,0.27898550724637683,False,39.8,low,42.52074999999981,4.883758228813133,medium,0.635,5.6,7.11,1,0
29,25-34,9.87,medium,2.41,7.46,0.24417426545086124,0.3230563002680965,False,41.1,low,41.74200000000012,3.891167691066531,low,0.83,8.5,6.21,2,0
21,18-24,6.97,low,0.35,6.62,0.05021520803443329,0.052870090634441085,False,47.3,medium,50.37799999999972,5.270779448999926,medium,0.8,13.6,7.48,1,0
29,25-34,12.02,high,2.21,9.81,0.18386023294509152,0.22528032619775737,False,39.7,low,41.10325000000016,4.4076143703255255,low,0.9075,12.0,6.41,2,0
27,25-34,6.9,low,0.77,6.13,0.11159420289855072,0.12561174551386622,False,63.0,high,61.44324999999998,4.371344694427569,high,0.84,28.3,6.39,1,0
32,25-34,5.74,low,1.57,4.17,0.2735191637630662,0.37649880095923266,False,84.8,high,77.21224999999981,2.8331298836269454,high,0.9825,47.2,8.73,1,0
23,18-24,10.97,high,1.43,9.54,0.13035551504102094,0.149895178197065,False,46.0,low,42.89649999999999,5.72983313456859,low,0.91,0.4,6.19,2,0
34,25-34,10.24,high,0.51,9.73,0.0498046875,0.05241521068859198,False,36.9,low,38.53074999999986,3.9875530639102594,low,0.9375,0.0,5.43,2,0
42,35-44,6.26,low,0.94,5.32,0.1501597444089457,0.17669172932330826,False,67.8,high,71.89624999999974,6.591844274366616,high,0.9425,57.1,8.64,1,0
29,25-34,11.49,high,0.75,10.74,0.06527415143603132,0.06983240223463687,False,30.2,low,39.26849999999999,5.545886561227164,low,0.915,0.0,6.26,2,0
33,25-34,10.39,high,0.52,9.87,0.05004812319538017,0.05268490374873354,False,34.8,low,36.79349999999984,4.423483666749538,low,0.8525,0.0,6.39,2,0
35,35-44,8.72,medium,2.36,6.36,0.2706422018348624,0.3710691823899371,False,39.6,low,47.578499999999934,6.241973866494477,low,0.7825,3.3,5.73,1,0
26,25-34,11.58,high,5.71,5.87,0.4930915371329879,0.9727427597955707,False,52.1,medium,53.05474999999993,3.7356294566645594,medium,0.865,22.3,8.02,0,0
31,25-34,7.73,low,1.52,6.21,0.1966364812419146,0.24476650563607086,False,51.9,medium,52.52674999999999,3.3939297926592342,medium,0.875,20.7,6.22,1,0
30,25-34,11.64,high,6.11,5.53,0.5249140893470791,1.104882459312839,False,48.6,medium,45.83975000000006,5.917499044148637,medium,0.6675,8.2,6.7,0,0
30,25-34,8.06,medium,2.81,5.25,0.3486352357320099,0.5352380952380953,False,63.3,high,63.51374999999978,3.182834575893009,high,0.915,37.3,7.92,1,0
